Crime_ID,Date,Time,Time_Slot,Area,Police_Station,Latitude,Longitude,Crime_Type,Street_Lighting_Score,Crowd_Density,Nearby_Police_km,Nearby_Hospital_km,Known_Dark_Spot,Risk_Score,Risk_Level,Area_Risk_Priority,
NAG2025_0724,2025-07-24,21:43,Night,Wardha Road,Wardha Road,21.10292,79.066,Molestation,6,Low,1.35,3.23,FALSE,93,High,29,
NAG2025_0725,2025-10-28,02:42,Night,Beltarodi,Beltarodi,21.07457,79.07632,Stalking,7,High,3.31,0.32,TRUE,71,High,2,
NAG2025_0726,2025-07-24,19:11,Evening,Hudkeshwar,Hudkeshwar,21.08867,79.12801,Stalking,10,Low,3.46,4.68,TRUE,78,High,1,
NAG2025_0727,2025-08-13,05:18,Night,Hudkeshwar,Hudkeshwar,21.0953,79.1262,Assault,10,Medium,1.27,0.61,TRUE,89,High,1,
NAG2025_0728,2025-05-06,02:58,Night,Lakadganj,Lakadganj,21.14983,79.12091,Eve Teasing,10,Low,1.47,0.23,FALSE,65,Medium,19,
NAG2025_0729,2025-10-26,19:55,Evening,Sadar,Sadar,21.15939,79.07117,Sexual Harassment,7,High,1.12,3.77,FALSE,66,Medium,26,
NAG2025_0730,2025-04-16,23:26,Night,Yashodhara Nagar,Yashodhara Nagar,21.18549,79.12818,Kidnapping,7,Medium,3.64,2.64,TRUE,94,High,4,
NAG2025_0731,2025-08-05,14:44,Afternoon,Sadar,Sadar,21.16185,79.07842,Eve Teasing,8,Medium,4.22,2.94,FALSE,33,Low,26,
NAG2025_0732,2025-05-08,11:39,Morning,Yashodhara Nagar,Yashodhara Nagar,21.17888,79.12678,Assault,10,Medium,2.67,4.39,FALSE,35,Low,4,
NAG2025_0733,2025-08-29,00:38,Night,Yashodhara Nagar,Yashodhara Nagar,21.18119,79.12783,Sexual Harassment,3,High,3.4,3.38,TRUE,88,High,4,
NAG2025_0734,2025-05-14,03:35,Night,Mahalaxmi Nagar,Mahalaxmi Nagar,21.1033,79.11736,Sexual Harassment,7,Low,1.5,0.94,FALSE,92,High,9,
NAG2025_0735,2025-11-02,03:41,Night,Telangkhedi,Telangkhedi,21.15441,79.04587,Domestic Violence,1,Low,3.4,2.98,FALSE,100,High,10,
NAG2025_0736,2025-01-02,02:06,Night,Ajni,Ajni,21.12441,79.08434,Molestation,9,High,4.15,1.23,FALSE,41,Low,11,
NAG2025_0737,2025-09-18,08:03,Morning,Sitabuldi,Sitabuldi,21.14418,79.08688,Sexual Harassment,2,Medium,4.72,3.11,FALSE,63,Medium,5,
NAG2025_0738,2025-04-17,01:07,Night,Kalamna,Kalamna,21.15594,79.14305,Kidnapping,8,Medium,3.86,2.47,FALSE,70,High,3,
NAG2025_0739,2025-08-08,04:53,Night,Sitabuldi,Sitabuldi,21.14064,79.08603,Kidnapping,4,Low,0.42,0.92,TRUE,100,High,5,
NAG2025_0740,2025-08-07,13:18,Afternoon,Sadar,Sadar,21.16591,79.0737,Domestic Violence,3,High,0.67,1.8,FALSE,56,Medium,26,
NAG2025_0741,2025-11-16,06:14,Morning,Yashodhara Nagar,Yashodhara Nagar,21.1804,79.12184,Eve Teasing,5,Medium,3.04,2.25,FALSE,58,Medium,4,
NAG2025_0742,2025-03-13,14:53,Afternoon,Pratap Nagar,Pratap Nagar,21.11947,79.0607,Sexual Harassment,8,Medium,1.62,2.0,FALSE,59,Medium,25,
NAG2025_0743,2025-02-21,20:37,Evening,Seminary Hills,Seminary Hills,21.17078,79.05083,Eve Teasing,1,Low,2.2,3.91,FALSE,100,High,27,
NAG2025_0744,2025-11-11,18:38,Evening,Imamwada,Imamwada,21.12951,79.09405,Eve Teasing,7,Low,3.22,1.75,FALSE,67,Medium,16,
NAG2025_0745,2025-12-16,06:18,Morning,Manewada,Manewada,21.09937,79.10371,Kidnapping,6,Medium,3.68,0.91,FALSE,57,Medium,22,
NAG2025_0746,2025-06-28,22:51,Night,Wathoda,Wathoda,21.14092,79.1333,Stalking,10,Low,1.24,3.95,FALSE,71,High,30,
NAG2025_0747,2025-03-16,20:19,Evening,Beltarodi,Beltarodi,21.07297,79.07301,Molestation,1,High,4.73,3.45,FALSE,72,High,2,
NAG2025_0748,2025-12-23,02:18,Night,Besa,Besa,21.08823,79.09107,Kidnapping,1,Medium,4.89,3.84,FALSE,86,High,12,
NAG2025_0749,2025-05-15,18:42,Evening,Ganeshpeth,Ganeshpeth,21.14457,79.09695,Molestation,9,Medium,4.19,2.32,TRUE,65,Medium,14,
NAG2025_0750,2025-03-30,10:41,Morning,Hudkeshwar,Hudkeshwar,21.08747,79.12829,Sexual Harassment,1,Low,2.32,2.05,FALSE,98,High,1,
NAG2025_0751,2025-04-30,09:06,Morning,Nandanvan,Nandanvan,21.13733,79.12417,Domestic Violence,10,Medium,4.25,0.86,FALSE,37,Low,23,
NAG2025_0752,2025-09-19,17:59,Evening,Kalamna,Kalamna,21.15186,79.14277,Molestation,7,Medium,4.77,0.8,FALSE,57,Medium,3,
NAG2025_0753,2025-10-20,13:46,Afternoon,Mahal,Mahal,21.1453,79.10836,Molestation,9,Low,3.2,4.01,FALSE,58,Medium,6,
NAG2025_0754,2025-11-07,12:56,Afternoon,Manewada,Manewada,21.09672,79.10955,Stalking,5,Low,3.36,0.62,FALSE,68,High,22,
NAG2025_0755,2025-04-15,20:12,Evening,Kotwali,Kotwali,21.14341,79.11105,Molestation,8,Medium,2.08,3.99,FALSE,62,Medium,18,
NAG2025_0756,2025-02-04,19:43,Evening,Kalamna,Kalamna,21.15639,79.13934,Stalking,6,Medium,1.86,1.39,TRUE,89,High,3,
NAG2025_0757,2025-06-30,20:15,Evening,Hudkeshwar,Hudkeshwar,21.08775,79.13192,Molestation,7,High,2.42,4.55,FALSE,44,Medium,1,
NAG2025_0758,2025-08-11,16:09,Afternoon,Hudkeshwar,Hudkeshwar,21.0949,79.12387,Molestation,10,Medium,2.58,1.63,FALSE,43,Medium,1,
NAG2025_0759,2025-12-21,23:40,Night,Pratap Nagar,Pratap Nagar,21.11884,79.0534,Kidnapping,6,High,2.27,3.11,FALSE,61,Medium,25,
NAG2025_0760,2025-10-13,17:10,Evening,Kotwali,Kotwali,21.14737,79.11122,Domestic Violence,7,Low,1.98,4.74,FALSE,70,High,18,
NAG2025_0761,2025-05-18,01:18,Night,Yashodhara Nagar,Yashodhara Nagar,21.18056,79.12898,Eve Teasing,4,Low,0.57,4.2,FALSE,100,High,4,
NAG2025_0762,2025-11-04,15:02,Afternoon,Beltarodi,Beltarodi,21.07134,79.07326,Assault,6,Low,3.08,4.44,TRUE,78,High,2,
NAG2025_0763,2025-03-14,17:19,Evening,Mahalaxmi Nagar,Mahalaxmi Nagar,21.10007,79.12396,Molestation,10,Medium,4.14,4.02,TRUE,73,High,9,
NAG2025_0764,2025-12-29,16:55,Afternoon,Mahal,Mahal,21.14786,79.11352,Assault,2,Medium,3.83,4.03,FALSE,73,High,6,
NAG2025_0765,2025-01-20,15:38,Afternoon,Hudkeshwar,Hudkeshwar,21.08635,79.12578,Eve Teasing,4,High,1.35,3.49,TRUE,81,High,1,
NAG2025_0766,2025-03-12,10:06,Morning,Beltarodi,Beltarodi,21.0705,79.07227,Domestic Violence,2,Medium,1.89,2.07,TRUE,96,High,2,
NAG2025_0767,2025-12-06,13:12,Afternoon,MIHAN,MIHAN,21.05786,79.01682,Domestic Violence,8,Medium,4.26,4.86,FALSE,46,Medium,21,
NAG2025_0768,2025-08-17,02:54,Night,Sitabuldi,Sitabuldi,21.13949,79.08631,Assault,8,High,0.94,4.48,FALSE,53,Medium,5,
NAG2025_0769,2025-03-10,12:12,Afternoon,Kalamna,Kalamna,21.15716,79.14029,Assault,5,Medium,4.0,3.0,FALSE,54,Medium,3,
NAG2025_0770,2025-11-27,13:57,Afternoon,Hudkeshwar,Hudkeshwar,21.09191,79.12466,Domestic Violence,6,Low,1.43,4.0,TRUE,93,High,1,
NAG2025_0771,2025-01-01,11:25,Morning,Pardi,Pardi,21.14712,79.15814,Molestation,7,Medium,0.74,3.46,FALSE,65,Medium,8,
NAG2025_0772,2025-08-19,18:50,Evening,Nandanvan,Nandanvan,21.14074,79.1247,Eve Teasing,3,High,0.34,0.96,FALSE,70,High,23,
NAG2025_0773,2025-02-22,12:58,Afternoon,Yashodhara Nagar,Yashodhara Nagar,21.1807,79.1224,Eve Teasing,7,Low,2.45,4.68,FALSE,68,High,4,
NAG2025_0774,2025-06-07,14:21,Afternoon,Sitabuldi,Sitabuldi,21.14671,79.0852,Eve Teasing,8,Medium,1.05,1.15,TRUE,81,High,5,
NAG2025_0775,2025-04-29,08:54,Morning,Besa,Besa,21.08916,79.09223,Stalking,9,Low,0.59,1.04,FALSE,71,High,12,
NAG2025_0776,2025-10-25,10:55,Morning,Sitabuldi,Sitabuldi,21.14799,79.08712,Kidnapping,5,Medium,1.03,4.21,FALSE,60,Medium,5,
NAG2025_0777,2025-12-22,16:27,Afternoon,Sitabuldi,Sitabuldi,21.14059,79.08576,Eve Teasing,4,Medium,2.96,3.44,TRUE,83,High,5,
NAG2025_0778,2025-12-01,13:48,Afternoon,Mahal,Mahal,21.14458,79.11494,Sexual Harassment,10,High,4.47,1.65,FALSE,17,Low,6,
NAG2025_0779,2025-09-18,18:06,Evening,Pratap Nagar,Pratap Nagar,21.11596,79.05195,Molestation,2,Low,4.49,2.31,FALSE,85,High,25,
NAG2025_0780,2025-02-22,19:07,Evening,Hudkeshwar,Hudkeshwar,21.08816,79.13134,Domestic Violence,1,Medium,3.25,3.51,FALSE,94,High,1,
NAG2025_0781,2025-10-26,10:59,Morning,Hudkeshwar,Hudkeshwar,21.08888,79.12717,Eve Teasing,4,Low,1.6,4.02,TRUE,95,High,1,
NAG2025_0782,2025-01-06,01:19,Night,Mahal,Mahal,21.14482,79.11477,Domestic Violence,7,Low,3.49,3.26,TRUE,89,High,6,
NAG2025_0783,2025-09-06,02:20,Night,Kotwali,Kotwali,21.14401,79.10617,Molestation,4,Medium,3.88,3.53,FALSE,74,High,18,
NAG2025_0784,2025-12-28,17:28,Evening,Lakadganj,Lakadganj,21.15229,79.11546,Molestation,7,High,4.01,2.51,FALSE,45,Medium,19,
NAG2025_0785,2025-11-19,10:10,Morning,Hingna,Hingna,21.06866,79.02136,Molestation,1,Medium,3.15,3.69,TRUE,98,High,7,
NAG2025_0786,2025-12-08,10:25,Morning,Telangkhedi,Telangkhedi,21.15917,79.04516,Stalking,2,High,0.94,2.52,FALSE,70,High,10,
NAG2025_0787,2025-08-18,19:54,Evening,Hudkeshwar,Hudkeshwar,21.0916,79.12573,Molestation,10,Medium,2.54,4.33,TRUE,60,Medium,1,
NAG2025_0788,2025-08-06,08:50,Morning,Beltarodi,Beltarodi,21.0713,79.0811,Molestation,3,Medium,0.37,0.38,FALSE,80,High,2,
NAG2025_0789,2025-01-04,14:29,Afternoon,Telangkhedi,Telangkhedi,21.1613,79.0529,Molestation,8,Medium,4.78,0.22,FALSE,46,Medium,10,
NAG2025_0790,2025-03-26,02:00,Night,Ajni,Ajni,21.12576,79.0796,Stalking,8,High,0.89,0.8,FALSE,66,Medium,11,
NAG2025_0791,2025-03-12,05:19,Night,Lashkaribagh,Lashkaribagh,21.16151,79.09933,Assault,10,Low,4.42,0.21,FALSE,58,Medium,20,
NAG2025_0792,2025-07-04,23:44,Night,Jaripatka,Jaripatka,21.18188,79.0875,Stalking,2,Medium,4.56,1.26,FALSE,88,High,17,
NAG2025_0793,2025-01-21,04:36,Night,Kotwali,Kotwali,21.14306,79.11172,Molestation,10,Medium,2.78,1.21,FALSE,50,Medium,18,
NAG2025_0794,2025-05-19,08:11,Morning,MIHAN,MIHAN,21.06098,79.01526,Assault,4,High,2.48,2.35,FALSE,54,Medium,21,
NAG2025_0795,2025-03-12,14:06,Afternoon,Dharampeth,Dharampeth,21.1424,79.0616,Kidnapping,6,Medium,2.47,4.6,TRUE,71,High,13,
NAG2025_0796,2025-12-22,14:35,Afternoon,Seminary Hills,Seminary Hills,21.16406,79.0543,Eve Teasing,9,Medium,1.84,0.98,FALSE,46,Medium,27,
NAG2025_0797,2025-08-21,20:04,Evening,Beltarodi,Beltarodi,21.07214,79.07728,Eve Teasing,4,Medium,2.19,4.4,TRUE,92,High,2,
NAG2025_0798,2025-03-26,17:57,Evening,Beltarodi,Beltarodi,21.07531,79.07245,Molestation,3,High,3.81,4.81,FALSE,71,High,2,
NAG2025_0799,2025-05-14,13:40,Afternoon,Hudkeshwar,Hudkeshwar,21.0874,79.12691,Molestation,6,High,3.28,0.81,FALSE,50,Medium,1,
NAG2025_0800,2025-08-08,19:01,Evening,Pardi,Pardi,21.14082,79.1583,Eve Teasing,6,Low,1.47,1.34,FALSE,75,High,8,
NAG2025_0801,2025-05-16,11:59,Morning,Sitabuldi,Sitabuldi,21.13932,79.08621,Domestic Violence,10,Medium,3.28,2.59,FALSE,32,Low,5,
NAG2025_0802,2025-11-13,17:51,Evening,Beltarodi,Beltarodi,21.07987,79.07345,Stalking,10,High,1.85,2.04,FALSE,46,Medium,2,
NAG2025_0803,2025-04-04,14:36,Afternoon,Sadar,Sadar,21.16328,79.07481,Assault,2,High,0.91,1.47,FALSE,78,High,26,
NAG2025_0804,2025-08-13,12:47,Afternoon,Mahal,Mahal,21.14778,79.11037,Stalking,2,Medium,4.63,4.72,FALSE,72,High,6,
NAG2025_0805,2025-03-13,13:36,Afternoon,Hudkeshwar,Hudkeshwar,21.08769,79.12428,Eve Teasing,6,Medium,4.37,2.99,TRUE,68,High,1,
NAG2025_0806,2025-07-25,03:40,Night,Kotwali,Kotwali,21.14701,79.10473,Domestic Violence,9,Medium,3.59,2.33,FALSE,63,Medium,18,
NAG2025_0807,2025-04-30,19:11,Evening,Wathoda,Wathoda,21.13748,79.13589,Molestation,2,High,3.09,1.78,TRUE,99,High,30,
NAG2025_0808,2025-02-16,05:55,Night,Hingna,Hingna,21.06747,79.02492,Domestic Violence,7,High,4.37,0.6,FALSE,50,Medium,7,
NAG2025_0809,2025-06-22,14:14,Afternoon,Beltarodi,Beltarodi,21.0745,79.0775,Kidnapping,1,Low,2.57,3.1,FALSE,84,High,2,
NAG2025_0810,2025-06-18,13:41,Afternoon,Imamwada,Imamwada,21.13826,79.0946,Molestation,7,Medium,1.85,1.98,FALSE,56,Medium,16,
NAG2025_0811,2025-10-31,04:21,Night,Jaripatka,Jaripatka,21.17894,79.0905,Assault,2,Low,4.32,2.84,FALSE,93,High,17,
NAG2025_0812,2025-08-31,21:37,Night,Kalamna,Kalamna,21.15798,79.1399,Kidnapping,10,Medium,3.53,4.69,FALSE,62,Medium,3,
NAG2025_0813,2025-03-24,23:54,Night,Lakadganj,Lakadganj,21.15836,79.11403,Kidnapping,4,Low,4.06,4.03,TRUE,100,High,19,
NAG2025_0814,2025-02-26,02:36,Night,Hingna,Hingna,21.07089,79.02461,Sexual Harassment,2,Medium,4.46,2.85,TRUE,100,High,7,
NAG2025_0815,2025-07-14,17:25,Evening,Telangkhedi,Telangkhedi,21.15524,79.0461,Sexual Harassment,6,High,2.75,0.36,FALSE,49,Medium,10,
NAG2025_0816,2025-06-26,17:46,Evening,Kalamna,Kalamna,21.15197,79.14077,Sexual Harassment,7,Low,1.78,1.98,TRUE,97,High,3,
NAG2025_0817,2025-05-31,03:42,Night,Kotwali,Kotwali,21.14331,79.10883,Eve Teasing,7,Medium,3.64,1.18,FALSE,64,Medium,18,
NAG2025_0818,2025-03-24,08:52,Morning,Imamwada,Imamwada,21.13116,79.09356,Eve Teasing,2,Medium,4.94,4.91,FALSE,65,Medium,16,
NAG2025_0819,2025-04-24,18:11,Evening,Kalamna,Kalamna,21.15885,79.13828,Domestic Violence,10,Medium,4.19,2.39,FALSE,39,Low,3,
NAG2025_0820,2025-01-27,14:39,Afternoon,Kalamna,Kalamna,21.1551,79.14626,Molestation,2,Medium,0.47,1.03,FALSE,87,High,3,
NAG2025_0821,2025-11-09,19:00,Evening,Telangkhedi,Telangkhedi,21.15951,79.05342,Eve Teasing,1,Medium,1.49,2.61,TRUE,100,High,10,
NAG2025_0822,2025-10-04,18:22,Evening,Wathoda,Wathoda,21.13665,79.13229,Domestic Violence,5,High,3.43,0.4,FALSE,50,Medium,30,
NAG2025_0823,2025-11-27,19:27,Evening,Dharampeth,Dharampeth,21.14342,79.06674,Molestation,2,Medium,2.07,4.13,FALSE,77,High,13,
NAG2025_0824,2025-05-23,09:21,Morning,Hingna,Hingna,21.06764,79.02951,Kidnapping,4,Low,3.6,1.79,FALSE,68,High,7,
NAG2025_0825,2025-04-14,15:29,Afternoon,Hingna,Hingna,21.0716,79.02467,Domestic Violence,8,Medium,3.81,3.05,FALSE,51,Medium,7,
NAG2025_0826,2025-04-17,01:59,Night,Besa,Besa,21.0866,79.08693,Stalking,8,Medium,2.77,2.39,FALSE,59,Medium,12,
NAG2025_0827,2025-07-21,08:58,Morning,Yashodhara Nagar,Yashodhara Nagar,21.17858,79.12157,Domestic Violence,2,Low,2.88,3.13,TRUE,94,High,4,
NAG2025_0828,2025-09-05,17:17,Evening,Panchpaoli,Panchpaoli,21.15241,79.09187,Eve Teasing,5,High,3.52,2.55,TRUE,82,High,24,
NAG2025_0829,2025-07-13,02:01,Night,Hudkeshwar,Hudkeshwar,21.0876,79.12785,Eve Teasing,7,Low,2.1,2.2,FALSE,75,High,1,
NAG2025_0830,2025-11-25,11:00,Morning,Kotwali,Kotwali,21.14824,79.11024,Stalking,7,Low,2.84,0.92,FALSE,67,Medium,18,
NAG2025_0831,2025-09-03,17:35,Evening,Jaripatka,Jaripatka,21.18401,79.08626,Sexual Harassment,3,Medium,1.54,3.73,FALSE,74,High,17,
NAG2025_0832,2025-02-10,17:34,Evening,Mahal,Mahal,21.13929,79.11549,Eve Teasing,4,Medium,0.43,4.82,FALSE,80,High,6,
NAG2025_0833,2025-12-11,09:27,Morning,Hudkeshwar,Hudkeshwar,21.09501,79.12819,Domestic Violence,7,Low,1.35,2.14,TRUE,97,High,1,
NAG2025_0834,2025-09-12,09:25,Morning,Wathoda,Wathoda,21.13912,79.13252,Stalking,9,Low,0.34,0.22,FALSE,68,High,30,
NAG2025_0835,2025-06-11,08:26,Morning,Hingna,Hingna,21.06654,79.02947,Molestation,6,Low,1.72,1.51,FALSE,65,Medium,7,
NAG2025_0836,2025-12-17,04:06,Night,Imamwada,Imamwada,21.13841,79.09335,Sexual Harassment,9,Medium,4.07,0.46,FALSE,63,Medium,16,
NAG2025_0837,2025-12-01,14:27,Afternoon,Gittikhadan,Gittikhadan,21.17226,79.05252,Molestation,10,Medium,1.26,3.39,FALSE,34,Low,15,
NAG2025_0838,2025-12-02,17:45,Evening,Ajni,Ajni,21.12452,79.08564,Domestic Violence,6,High,3.03,0.78,FALSE,48,Medium,11,
NAG2025_0839,2025-05-13,18:20,Evening,Ganeshpeth,Ganeshpeth,21.14341,79.09593,Domestic Violence,2,Medium,0.66,1.29,FALSE,95,High,14,
NAG2025_0840,2025-05-07,22:38,Night,Mahalaxmi Nagar,Mahalaxmi Nagar,21.10008,79.11973,Molestation,6,High,2.9,2.48,FALSE,68,High,9,
NAG2025_0841,2025-08-07,11:05,Morning,Gittikhadan,Gittikhadan,21.16716,79.05434,Assault,1,Low,3.7,3.97,FALSE,79,High,15,
NAG2025_0842,2025-01-08,01:15,Night,Yashodhara Nagar,Yashodhara Nagar,21.17951,79.12164,Eve Teasing,4,Low,3.08,4.13,FALSE,89,High,4,
NAG2025_0843,2025-10-19,13:48,Afternoon,Nandanvan,Nandanvan,21.13459,79.13261,Eve Teasing,6,Medium,1.96,2.77,TRUE,68,High,23,
NAG2025_0844,2025-12-23,17:19,Evening,Besa,Besa,21.08477,79.08984,Sexual Harassment,5,Low,3.4,0.36,FALSE,72,High,12,
NAG2025_0845,2025-12-06,20:22,Evening,Yashodhara Nagar,Yashodhara Nagar,21.18179,79.12607,Eve Teasing,10,High,1.08,2.64,FALSE,51,Medium,4,
NAG2025_0846,2025-11-02,01:09,Night,Hudkeshwar,Hudkeshwar,21.08644,79.12732,Assault,2,High,3.8,1.37,TRUE,92,High,1,
NAG2025_0847,2025-06-12,09:04,Morning,Ganeshpeth,Ganeshpeth,21.1411,79.09366,Kidnapping,3,Low,1.99,1.67,FALSE,75,High,14,
NAG2025_0848,2025-11-07,02:24,Night,Mahal,Mahal,21.14227,79.10949,Sexual Harassment,4,High,0.89,2.96,FALSE,79,High,6,
NAG2025_0849,2025-09-09,11:25,Morning,Yashodhara Nagar,Yashodhara Nagar,21.18077,79.12684,Eve Teasing,5,Low,0.38,0.37,FALSE,81,High,4,
NAG2025_0850,2025-07-11,22:07,Night,Besa,Besa,21.08669,79.09044,Stalking,9,High,4.15,4.28,FALSE,51,Medium,12,
NAG2025_0851,2025-09-18,08:19,Morning,Yashodhara Nagar,Yashodhara Nagar,21.17723,79.12964,Stalking,9,Medium,2.91,3.08,FALSE,44,Medium,4,
NAG2025_0852,2025-05-13,20:46,Evening,Hingna,Hingna,21.07413,79.0275,Sexual Harassment,3,Low,2.0,2.93,TRUE,100,High,7,
NAG2025_0853,2025-07-12,15:19,Afternoon,Dharampeth,Dharampeth,21.13559,79.06242,Domestic Violence,3,High,0.42,2.45,FALSE,62,Medium,13,
NAG2025_0854,2025-11-10,02:48,Night,Mahalaxmi Nagar,Mahalaxmi Nagar,21.10148,79.11741,Eve Teasing,10,High,3.22,3.0,FALSE,44,Medium,9,
NAG2025_0855,2025-11-20,20:35,Evening,Telangkhedi,Telangkhedi,21.15736,79.04567,Stalking,2,High,2.75,1.07,FALSE,63,Medium,10,
NAG2025_0856,2025-08-30,03:50,Night,Hudkeshwar,Hudkeshwar,21.08674,79.13182,Assault,10,High,1.49,3.31,TRUE,63,Medium,1,
NAG2025_0857,2025-08-22,02:32,Night,Mahalaxmi Nagar,Mahalaxmi Nagar,21.09545,79.12525,Eve Teasing,8,Medium,0.86,4.2,FALSE,74,High,9,
NAG2025_0858,2025-04-27,17:50,Evening,Nandanvan,Nandanvan,21.1375,79.12385,Molestation,2,Low,0.35,1.86,FALSE,100,High,23,
NAG2025_0859,2025-01-17,15:19,Afternoon,Beltarodi,Beltarodi,21.07066,79.08138,Molestation,5,Low,3.59,2.85,TRUE,86,High,2,
NAG2025_0860,2025-12-19,16:58,Afternoon,Lashkaribagh,Lashkaribagh,21.16395,79.10172,Sexual Harassment,10,Medium,0.56,2.59,FALSE,40,Low,20,
NAG2025_0861,2025-12-01,03:25,Night,Sadar,Sadar,21.16391,79.06926,Sexual Harassment,1,Medium,0.22,0.87,TRUE,100,High,26,
NAG2025_0862,2025-03-10,18:13,Evening,Jaripatka,Jaripatka,21.17869,79.08601,Molestation,5,Low,1.03,2.46,FALSE,90,High,17,
NAG2025_0863,2025-12-20,12:40,Afternoon,Mahalaxmi Nagar,Mahalaxmi Nagar,21.10155,79.11894,Eve Teasing,6,Low,4.76,4.78,FALSE,54,Medium,9,
NAG2025_0864,2025-11-16,06:46,Morning,Lakadganj,Lakadganj,21.15434,79.11362,Eve Teasing,10,High,2.53,3.49,FALSE,24,Low,19,
NAG2025_0865,2025-06-27,07:56,Morning,Panchpaoli,Panchpaoli,21.14849,79.09048,Assault,7,Medium,2.93,4.78,FALSE,44,Medium,24,
NAG2025_0866,2025-02-07,14:49,Afternoon,Jaripatka,Jaripatka,21.18689,79.08993,Eve Teasing,5,Medium,1.23,3.64,FALSE,67,Medium,17,
NAG2025_0867,2025-04-04,08:10,Morning,Manewada,Manewada,21.09586,79.10847,Domestic Violence,3,High,1.45,2.17,FALSE,56,Medium,22,
NAG2025_0868,2025-04-08,02:18,Night,Lashkaribagh,Lashkaribagh,21.16063,79.10041,Molestation,2,High,2.33,1.78,FALSE,80,High,20,
NAG2025_0869,2025-05-30,09:11,Morning,Pardi,Pardi,21.14933,79.16295,Molestation,8,Low,4.88,0.48,FALSE,64,Medium,8,
NAG2025_0870,2025-06-26,12:29,Afternoon,MIHAN,MIHAN,21.0608,79.02037,Domestic Violence,6,Medium,3.44,3.67,FALSE,60,Medium,21,
NAG2025_0871,2025-11-05,21:26,Night,Hingna,Hingna,21.07095,79.02479,Eve Teasing,10,High,3.82,1.36,FALSE,48,Medium,7,
NAG2025_0872,2025-08-27,09:24,Morning,Sitabuldi,Sitabuldi,21.14128,79.09097,Eve Teasing,1,Low,1.57,1.44,FALSE,92,High,5,
NAG2025_0873,2025-05-11,07:18,Morning,Telangkhedi,Telangkhedi,21.16244,79.05404,Domestic Violence,7,Low,3.69,4.42,FALSE,66,Medium,10,
NAG2025_0874,2025-08-02,00:07,Night,Mahalaxmi Nagar,Mahalaxmi Nagar,21.10308,79.12464,Sexual Harassment,2,Low,3.44,0.78,TRUE,100,High,9,
NAG2025_0875,2025-12-07,17:28,Evening,Sitabuldi,Sitabuldi,21.1401,79.08531,Stalking,1,Medium,0.59,3.62,FALSE,100,High,5,
NAG2025_0876,2025-08-21,17:15,Evening,Dharampeth,Dharampeth,21.13833,79.05885,Molestation,7,High,3.12,1.87,FALSE,49,Medium,13,
NAG2025_0877,2025-11-29,21:54,Night,Gittikhadan,Gittikhadan,21.17356,79.05211,Molestation,4,Low,2.56,3.6,FALSE,86,High,15,
NAG2025_0878,2025-03-30,20:02,Evening,Gittikhadan,Gittikhadan,21.1682,79.05446,Kidnapping,2,Medium,1.73,0.76,FALSE,81,High,15,
NAG2025_0879,2025-08-10,05:31,Night,Jaripatka,Jaripatka,21.17789,79.08452,Eve Teasing,8,Low,3.39,4.66,FALSE,81,High,17,
NAG2025_0880,2025-07-11,16:39,Afternoon,Jaripatka,Jaripatka,21.18216,79.0812,Eve Teasing,3,Low,4.56,4.36,FALSE,83,High,17,
NAG2025_0881,2025-03-29,22:59,Night,Manewada,Manewada,21.10038,79.10678,Stalking,9,Medium,0.3,1.62,FALSE,68,High,22,
NAG2025_0882,2025-10-12,15:30,Afternoon,Lakadganj,Lakadganj,21.14956,79.1147,Eve Teasing,1,High,3.53,3.6,FALSE,70,High,19,
NAG2025_0883,2025-04-01,03:07,Night,Nandanvan,Nandanvan,21.13459,79.12839,Stalking,6,High,3.37,3.03,FALSE,58,Medium,23,
NAG2025_0884,2025-04-05,13:45,Afternoon,Mahalaxmi Nagar,Mahalaxmi Nagar,21.10428,79.12361,Molestation,4,High,4.98,4.99,TRUE,63,Medium,9,
NAG2025_0885,2025-08-13,07:36,Morning,Kalamna,Kalamna,21.15428,79.14352,Eve Teasing,1,Low,3.05,0.5,FALSE,89,High,3,
NAG2025_0886,2025-05-14,18:50,Evening,Mahalaxmi Nagar,Mahalaxmi Nagar,21.10449,79.12448,Molestation,10,High,0.32,1.33,FALSE,42,Medium,9,
NAG2025_0887,2025-10-20,15:53,Afternoon,Sitabuldi,Sitabuldi,21.14791,79.08827,Domestic Violence,5,High,2.93,3.47,TRUE,57,Medium,5,
NAG2025_0888,2025-10-06,03:44,Night,Beltarodi,Beltarodi,21.07517,79.08064,Sexual Harassment,10,Medium,2.28,3.58,FALSE,48,Medium,2,
NAG2025_0889,2025-01-02,12:43,Afternoon,Seminary Hills,Seminary Hills,21.16329,79.05768,Molestation,1,Low,1.52,1.9,FALSE,89,High,27,
NAG2025_0890,2025-12-30,00:17,Night,Manewada,Manewada,21.09621,79.1073,Assault,6,High,4.73,3.76,FALSE,53,Medium,22,
NAG2025_0891,2025-03-21,03:52,Night,Wathoda,Wathoda,21.14073,79.13892,Molestation,3,Medium,3.26,0.97,FALSE,83,High,30,
NAG2025_0892,2025-02-13,19:56,Evening,Nandanvan,Nandanvan,21.14334,79.12976,Eve Teasing,7,Low,2.7,2.36,FALSE,64,Medium,23,
NAG2025_0893,2025-01-19,08:49,Morning,Sadar,Sadar,21.16152,79.0742,Eve Teasing,8,High,3.31,3.07,FALSE,30,Low,26,
